Ticker,2013-12-31,2014-12-31,2015-12-31,2016-12-31,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31,2022-12-31,2023-12-31,2024-12-31
ECL,25968723785.629837,26308571130.198547,29129282480.953423,30221187126.90329,34997115213.1568,38871608320.22664,51413481493.64186,58183862077.048065,63644308018.16086,40033213329.24043,55223307012.274216,65876227955.952866
ED,12785102731.809845,15955825612.810059,16182890492.39273,19240787951.2511,22954545823.442444,21434711219.292328,26266769991.40619,21803147960.991302,26809440114.67694,31005963681.913086,30658006356.997986,31131913334.307983
EFX,7503441179.0284195,8903019494.687042,12401289685.034698,13312043555.57254,13438749845.859787,10756584328.73613,16383497784.892014,22772690252.950226,34806147907.47693,23287428370.86754,29850907586.986572,30946912795.90547
EG,5085955332.309082,5667833373.640686,6229797202.581848,7544947417.884338,7879369752.230988,7885340172.742126,10264076509.154938,8926408949.935638,10694124213.96698,13232390109.573303,14382824359.193848,15042491451.974304
EIX,11329066886.04657,16433029157.958069,15295501249.381165,19108052495.792175,17297525943.516907,16147202820.221558,22220323710.325745,19387364532.4021,22021731468.117188,21453730793.81653,25181590254.197388,29020486402.9563
EL,15974578525.895508,16348382893.610596,19125435333.333496,16849630415.972168,28422736461.8396,29382230883.69287,47112690372.66162,61140073146.81494,85617520748.5039,57952294888.53418,34694857019.9209,18182484662.56909
ELV,17388477484.263718,24033118420.76542,27127305556.164818,28523549680.302322,45272141214.507324,53470888501.9406,62205232022.06653,67022037467.17401,97930750700.06488,109513766120.58655,101969076166.7352,80842049352.39728
EME,1795356130.486969,1895897456.3337402,2061802708.7555847,3056467303.215149,3548156820.800598,2601462726.738678,3776909730.090637,4021443330.497925,5627075798.914185,6573028588.137451,9598558496.190308,20279193227.401367
EMR,28528312612.1521,25784042711.639404,20700149613.189697,25048491128.54004,32325012406.921387,28487220871.73462,37470639555.35889,40696347607.421875,48101047512.81738,50859933334.350586,52768935494.99512,68457785131.83594
EOG,33124877821.20104,36541215094.76032,28312605505.149086,40782948064.18275,43831669832.69334,35651146971.57111,34645256316.26845,21259866698.12076,40100609971.60465,62911354387.601265,61636774583.19877,64288486923.13826
EPAM,1930176997.055809,2637835009.5,4343174778.888382,3552652628.710327,5934714468.598709,6408696232.190964,11720274037.18451,19796192497.474182,36926928676.448364,18105215083.84131,16425839833.81549,12916829345.369019
EQIX,12947764666.021423,17192761901.84549,24465778470.40442,29528243423.168396,38149201606.70453,30361452734.37018,51268731981.19983,63686118634.02576,76599529559.07214,60416888996.14563,75765948694.1084,90503101295.73657
EQR,11206122346.587095,16020021481.958256,18733799403.859543,17881992579.906876,18274283114.748356,19567942739.97892,24688502230.492928,18860041817.313904,29673559401.851967,20041846716.427116,21713647218.086117,26232711971.927055
EQT,27969425778.663635,23612176672.19925,16285285044.168472,20468409163.8031,17849177034.606934,10920485689.203262,6353351012.25853,7450691952.347755,12785173431.406021,20154578290.66086,23419238783.042908,28434133628.807068
ERIE,2526047292.7890472,3245938938.5466614,3556763682.065094,4276513841.381653,4756903829.500305,5353287326.87146,6802706849.347229,10366748537.557068,8295579447.971558,10952656752.370789,15043400834.81726,18754873156.579834
ES,10665460336.332636,13931125437.9146,13752523302.388306,15370203031.541557,18132203641.766186,19294213131.55283,25948626510.725784,27103090540.107307,29321553223.057213,27838008651.18164,21316465219.309483,20791974140.87227
ESS,6379637708.875809,9442669743.865845,11224751517.408447,11215022516.282349,11980013874.827484,12558332235.402222,15813484034.902191,12952490431.933777,19739669610.253845,12285995873.880219,14985671828.176666,17736989123.90497
ETN,22167822137.45117,20345229534.91211,16126898600.769043,21580583158.87451,26229161206.054688,23190353173.828125,33107632989.501953,42999585848.99902,63081307769.77539,58550470288.08594,91469740893.55469,127610640625.0
ETR,8710068123.422379,12609268614.39978,10321094084.315506,11615845877.43486,13464086408.226257,14891690831.074799,21490104549.271973,18539632010.040527,21713597215.318665,22485039259.62671,21116501461.45233,32932419324.17163
EVRG,4795684217.6484375,6388686634.839844,6827383492.40332,9340021352.296875,9017532387.00586,10004332795.68164,11843119794.392578,10461017328.738281,13389321322.904297,12734310866.759766,11043594952.611328,13629588191.003906
EW,6360088022.136688,12319768734.359741,15277365316.009521,18124703480.911255,21801870822.906494,29628184050.369263,45126063986.206055,52940770948.028564,75177866770.93506,43296183354.18701,44247875000.0,42959608291.62598
EXC,12833213044.025814,18034997607.996002,14039439914.073418,18633279581.406395,21443968071.49601,25374332525.401497,26459210811.26612,25436550635.110725,35988333946.99864,38971999244.0766,33530191667.327454,36620777032.017746
EXPD,5105236629.205006,5219612806.658577,5356915446.780621,6390791346.280415,7920336203.024223,8436723026.051334,9801046430.794975,12101349166.844841,17244945340.704163,13505943166.047783,16727795222.503471,14744096894.969368
EXPE,7620896364.311989,9415030271.631592,13816617842.034119,12704604136.255852,13551266547.224327,12878973278.708382,12505577497.701004,15367950266.337296,20976556238.4993,10167918138.663643,17618589312.476578,21627720886.84401
EXR,5840526005.097847,8408859446.308594,13053656909.259949,11854689321.23108,13968318773.196869,14985980757.838898,18089152693.51059,20556150270.68695,41314207140.49408,27756209614.732056,31603543536.824646,30714374635.93048
F,32480280738.15602,33681020636.447495,31861133365.636883,29342288141.367916,31904663695.35344,20946044085.20117,27154395470.598206,26101773649.542576,61986749099.7706,35840588547.53111,41510836681.086815,36072214092.57783
FANG,11716439873.740288,13245249410.625504,14822807125.551796,22391524665.79422,27972784452.34433,20602392207.11032,20791237839.604156,11227172117.479317,25542919494.793625,34569171489.184525,41365622797.51886,45645551064.270905
FAST,9951809992.75112,10184621550.315742,8981555821.546385,10646221083.678215,12739660568.494839,12534870657.661854,18184991101.625767,24841120851.909615,33301308612.08292,25195881424.851154,35603318532.31502,40418947022.998184
FCX,46002864936.62773,29528750791.10771,8817797915.792332,17179727395.600967,24695042305.05535,13556046186.869392,17566999336.318016,34968656086.22513,56442936004.103546,52297988806.32683,59455468616.52092,53859050691.901474
FDS,3592036929.288574,4716490989.238037,5505326433.443848,5601507362.693848,6690514518.089355,7026381511.398926,9521332448.096191,11913700024.171875,17571650760.4834,14628507930.424805,17552128854.785156,17836212266.006836
FDX,28890905677.726624,35070658986.06113,30266908089.232376,38157327688.63306,51593643924.92091,33704176017.89772,32093867126.122223,55930495649.043365,56333419409.968216,38510393185.03264,57429973593.61484,65179383738.21106
FE,11513993024.190187,14224757570.236673,12063034667.42157,12297334480.254879,12741717432.579088,16290657193.379545,21850898605.889397,14381850278.510056,20394196125.066833,21370463341.429195,19476084623.357506,22055233604.662914
FFIV,5241168275.20752,7526031550.415039,5593040587.188721,8348028550.415039,7569294550.415039,9346538449.58496,8055570247.924805,10148923100.830078,14115852027.282715,8278230523.132324,10324282073.547363,14505795550.41504
FICO,1485237432.6717072,1711125833.7961044,2230990716.84404,2826157944.008232,3632225928.0457306,4433591789.0,8883305556.309753,12116271581.471954,10281902730.848785,14191761758.443909,27597568030.003662,47203054217.14514
FIS,22784617757.672012,26851952035.72342,26582957816.198593,33666700098.21472,42432341237.43106,46811359077.54437,64219590955.85513,65960585217.12738,51514539358.7944,32731191109.04573,30043026813.30156,41147204359.89511
FISV,15880076758.500788,19085674538.47374,24595966546.300945,28581448946.90126,35264260284.26996,39526734026.65441,62191812216.55567,61239816182.09874,55823647844.14811,54360690054.95063,71448242699.40756,110485533642.70378
FITB,9405179720.908468,9335936428.356953,9450906316.48948,13028366113.410402,14985116681.182894,11940827463.192873,16144023038.073118,15268174375.156797,24804175139.413536,19362471347.483475,21378338623.699875,27192684824.96314
FRT,5754542531.228531,7781104357.698189,8741369864.729004,8722184339.722755,8409273159.243301,7728089938.776329,8695089368.286095,6029536153.298264,10007058346.194603,7739252150.810394,8246306443.197395,9241755395.259224
FSLR,5863316758.744308,4785942924.860771,7081263995.35508,3443518261.063923,7245445320.093697,4556303568.616463,6004963472.116463,10614921111.232925,9352977962.53415,16073685719.937393,18487046400.488617,18911987359.301224
FTNT,2845197619.8128495,4560050138.769661,4635902421.054789,4479736291.266865,6497997052.866568,10475027493.839916,15878373740.587032,22090810052.77805,53453423529.269485,36356955252.89322,43525722502.28644,70259875173.3373
GD,19862405037.00534,29249350064.288635,29766814374.15393,38237342333.66016,45829166879.62973,36048804552.10077,41382281899.91315,35944611823.62607,51679370751.06598,62887683314.32999,67368984579.61023,69741532020.17609
GE,117033137296.38687,109234232484.35776,139305981438.94934,145737761409.66467,83192661011.84796,37112421768.37886,57129606493.871414,55567279273.520035,60949122173.6747,54291510690.73341,106255175068.78479,175135613100.97174
GEN,5325206687.009475,5950594423.230063,5002637254.178419,7199746023.704472,8545075426.102049,5833006331.119897,7999260356.984711,11547387080.035683,14733534450.3435,12403449328.606394,13555516205.544899,16592891966.293037
GILD,65161029176.23775,81785333438.6465,88845172682.25839,64328772743.34093,66231190129.58646,59661145401.60204,64362830095.662964,60050258697.670494,78038276898.11032,96478392725.45541,94555780408.36523,112221181393.91013
GIS,17594767457.92971,19402055809.72094,21641857821.9226,23872958934.54055,23717565670.155807,16229896246.03299,23229540026.22265,26387925878.665947,31276553576.39028,40062868890.18077,32064149809.311493,32527745378.31434
GL,3750642887.889099,3936911665.54718,4184107376.78833,5450798107.1762085,6755215835.583496,5591246419.935608,7958707558.277893,7248569914.419556,7213461176.622009,9354867035.595703,9520620945.758057,8803637319.709778
GLW,11206453980.541954,14704302814.155663,12009927641.676403,16361417415.150162,22027899689.077972,21304500219.667793,21086359717.911476,26900817312.41432,28493804205.108917,25198894262.226257,24888540029.218338,39981901716.76866
GM,28487834224.616844,25193680203.44021,25576151416.03514,27483219423.98562,33670117472.56046,28600614630.97872,32609951404.799404,37553083609.7788,52875532639.09443,30475164303.25562,32889371378.216915,49282373980.41848
GNRC,3323865462.4220886,2744066827.6607437,1747024671.6834335,2390788947.3392563,2906034975.1834335,2916598124.972389,5903029984.032532,13345343663.967468,20652097294.71405,5907138298.467468,7584329012.201202,9098964612.389557
GOOG,149900445053.1006,140957992595.6726,203768783985.13794,207243327663.42163,280971496906.2805,278074214996.3379,359006574806.2134,470401657119.751,776965092422.4854,476502311790.4663,756829347198.4863,1026385078567.5049
GOOGL,162052752632.1411,153311581821.44165,224772827369.68994,228944660774.23096,304335016044.6167,301896637878.41797,386959675598.14453,506350697708.1299,836976240692.1387,509805978576.66016,807149491699.2188,1097768516815.1855
GPC,8290811529.7966,10895011203.395844,9027489462.875366,10318393341.236115,10571225231.578827,11005769363.483429,12552058689.491272,12276658701.675415,17603464144.92798,22325063771.095276,18278747385.82611,15861656811.18393
GPN,7322301683.901627,9105906356.528458,14563506290.588562,15679078327.765045,22653976056.43698,23315107158.845673,41326491838.53424,48977219616.45941,30899602977.832214,22893344197.328247,29536168188.433685,26296990280.05371
GRMN,6225738061.963142,7367848500.330917,5443327622.385853,7435634956.348755,9487942365.070816,10421199496.834785,16478938083.17134,20740209388.797134,24038515354.07991,16779963067.702377,24014998831.85582,39205306040.971344
GS,42417962651.719574,46992874708.01799,44272168522.47296,59733374342.73094,64353191467.23511,42778640232.77289,60094994692.23619,70583801716.60403,104189643576.44653,95988830324.36917,111256397911.76398,169144559296.40198
GWW,9981841875.278778,10133896581.136642,8217498534.960846,9636761645.828476,10055535511.739502,12236198198.207245,14958613953.957642,18376399583.886658,23668363053.244537,25738739951.42267,38745634137.20178,49674633324.36951
HAL,34406030613.0299,26976530489.783554,23757346591.032143,38406980403.460655,35265639517.656555,19527590481.88011,18571133709.27267,14628884023.074455,17846115906.983337,31133163095.558205,29117996720.21221,22364834423.84426
HAS,5221171744.429268,5386827291.468582,6771346479.328007,8015724579.819824,9585404546.320297,8799365394.172356,11738885971.743782,10750106974.394997,12029424252.613922,7466818400.476772,6574645841.419579,7545124664.840172
HBAN,9675309432.51032,10776121980.99697,11585555134.10812,14239545229.119747,16090509829.263622,13635784844.000347,17964124027.200645,15976770723.335255,20299047821.474064,19411998036.05199,18495676784.00329,24731291829.29638
HCA,10135242723.305511,15590555374.619293,14366934528.728485,15724391570.516205,18660234439.157104,26753368781.423187,32169525022.4823,35993102957.18994,56718562526.99127,53518732923.95325,60922952263.78174,68083629212.53357
HD,62378077086.02685,81239549850.36891,104412271284.61638,108109999931.65012,156340937735.01904,144935045525.88565,189226956652.72733,235590686348.66043,375781363341.98236,293198870804.52405,330638628710.6295,380220354007.04456
HIG,7895532914.928139,9247765028.907883,9814330428.982529,10973335959.844193,13194967848.381638,10656335962.206161,14888494590.999191,12360115016.783325,17827060184.65207,20022349637.21408,21733583275.90454,30109967692.169006
HII,2865501889.959137,3614471625.8984985,4133047032.502075,6082747405.782806,7875867056.522736,6441424866.573486,8631708354.604797,6002690952.447235,6729879584.822388,8501719308.149506,9790540186.667908,7277736372.734985
HLT,10035726822.576653,11767733407.895195,9707222757.934044,12493096684.79879,18046308706.522858,16350061513.922745,25421168742.884598,25540525136.9489,35808613531.9328,29105987518.52751,42110413372.42691,57317889138.737976
HOLX,4981931930.831596,5960485745.701042,8624202965.206253,8942957509.27153,9529198497.0,9161404530.673615,11637881749.804169,16234188163.391663,17065623711.477783,16675539562.477783,15926577860.347229,16069237070.216675
HON,40670131892.29852,45366874121.591675,47998983223.19672,55171089024.53192,74535977159.18567,68374618458.06213,93464772686.54382,114936217081.09729,114597402609.4696,120215867647.01404,120238633530.47961,132281262752.8302
HPQ,8257761070.815991,12056911875.583742,8044191160.977087,10469747170.920153,15253547707.258394,15221628414.922304,15811120908.63264,19622422402.459633,30856007652.17855,22709214436.172737,26362570343.24685,29552920014.020187
HRL,9409817875.097883,11035532122.97671,17046068930.552084,15235912688.025164,16259424138.08959,19460900555.248913,20988489815.666737,22119580190.49036,23665844438.900024,22559654048.06552,16357954054.511656,16556183565.57233
HSIC,5274994581.5137825,6285581555.703117,7303092963.788071,7003933528.201988,6452242651.5137825,7250001296.1048355,7854599266.74704,7871080667.87352,9127204143.00296,9402680658.43084,8912945030.18972,8146556285.1324005
HST,8461491984.807438,10705786427.91113,7226647939.147393,9349150482.800224,10304653468.393805,9052463327.56949,10559373947.01818,8478282590.440756,10077742225.402176,9612555486.06316,12266153241.194916,11594122400.148869
HSY,10852540437.253601,11846174908.5802,10421785568.183533,12376211266.457886,13902418847.1297,13497049580.089417,18923214100.738403,20039113436.13391,25967223522.67456,31644269824.26709,25986866389.653076,24296184842.285522
HUBB,4513382288.825195,4506604175.885864,4357909399.303467,5158391278.821899,6129599538.845947,4621402711.299683,7065226456.4646,7693078310.071533,10431628126.682129,12005057753.190186,17095382862.635742,22043000656.9917
HUM,11323761839.531311,15893589692.340332,19878024136.77173,22830333750.620483,27990904682.11383,32545658026.552612,41963258009.340454,47296169074.45007,53822205270.8855,59825350193.295044,53880044107.72461,30196998603.315125
IBKR,2460216855.0368147,2996760325.6366415,4528851250.036795,3834231896.08123,6278497518.440917,5830798625.243802,5013813999.84611,6603795887.445021,8658667693.446253,7935320320.643751,9136541242.472366,19591401152.715908
IBM,103640256441.15678,90802195544.54118,80430472911.68774,100707684477.11797,96691622106.41116,74879919240.4329,92533693528.94046,91457883708.6438,106688215487.35716,118036634858.43796,143826175449.85812,200307396232.79288
ICE,22089269629.77417,21815499342.692337,25805848963.395042,28772668166.407623,36427632793.58949,39381273316.004715,49018118794.830055,61837462296.28086,74168204963.9257,56431114668.02368,71737402874.14185,84261321204.20197
IDXX,4246893095.709114,5919778520.130844,5822758837.387848,9364165201.044388,12487151375.299072,14853944747.761688,20851578192.799072,39915283937.20093,52578908506.345825,32576147904.476624,44321479741.75232,33013734070.149536
IEX,4713988606.694824,5043196609.621765,5045046259.609589,6028920715.497528,8954859702.950684,8671888952.328186,11962417993.833801,14022314766.25653,16800879650.187744,16427521033.133423,15803640202.538452,15431478518.60376
IFF,16767413743.73333,20110529309.657013,24171969896.646034,24268570704.40161,32026339863.192635,28792562320.407684,28304288720.364517,24529547826.464523,34720508080.05974,24877649533.762947,20033189656.871086,21288091612.64785
INCY,9939818662.58527,14353152936.155869,21291196541.220657,19685276770.767723,18593723021.391197,12484160713.726467,17142898366.047066,17076149365.982277,14410086699.764671,15768639445.047066,12327102701.108803,13560009036.297066
INTC,92085843143.46313,132809892826.08032,129869565868.37769,141241449737.54883,184842867851.25732,192655311355.59082,251823570899.96338,214833853454.58984,227836717987.06055,121567565231.32324,236524758110.0464,95638496360.77881
INTU,19225521679.6875,23465839233.398438,24838056079.101562,29847166040.039062,41551539843.75,52296082324.21875,70136112011.71875,102484428222.65625,174495288281.25,106232998242.1875,171838899609.375,173825830078.125
IP,14757367099.666471,16843477401.20341,12257836539.578074,18010994525.42583,20376601915.256424,14727936069.966433,17595491474.13535,20030850263.353592,20729026964.010685,15952054194.740236,17580065916.306118,27305483309.2906
IPG,4231032596.0709,5065301583.039207,5807387332.712477,5994149144.595474,5333390518.702921,5657142893.504288,6616358189.911732,7093338347.490223,11682282775.475555,10768456574.01226,10942362288.747963,9797381360.801388
IQV,7891702025.985718,10025560818.099976,11692798623.657227,12951315519.714355,16672370259.857178,19783750688.171387,26313052064.51416,30512650688.171387,48048444494.62891,34892766896.05713,39404014831.54297,33465652064.51416
IRM,4183041654.868572,6195880205.053581,4604802486.783557,5869097782.3661175,7252113904.7882595,6674092705.421007,7065959864.800005,7135564523.651396,13397264650.44035,13386870577.228535,19615422540.94043,30301912221.188805
ISRG,15128317079.91521,20834127890.388725,21512397241.73202,24978974885.034256,43123265915.362976,56591752877.35277,69853452266.48616,96671083434.44464,127370434701.55536,94065535134.22232,119592789994.46643,185032778052.30035
IT,5121081372.21199,6069616314.461403,6537396831.53801,7284837023.153801,8876300516.730995,9214341952.845612,11107088484.42398,11546038033.519592,24096831644.308777,24228012576.117554,32514719825.132446,34919214526.134796
ITW,18590257024.383545,21376438316.345215,21404013663.482666,28902248318.481445,40152410069.2749,31277369029.99878,45540866180.41992,53020630952.45361,65531180172.72949,59988953709.41162,72925087101.7456,72220371981.81152
IVZ,9726647688.945007,10839011495.801926,9448146271.194649,8896931558.619118,11091761794.06128,5318990807.994747,6112240830.049896,6298997358.330917,8539103653.005409,6941765947.225571,7231790976.091576,7450506126.771927
J,5741208783.959587,4073259243.158867,3823522431.4965363,5195250469.9422,6077651908.183319,5434827574.705513,8423539465.37059,10307392290.609604,13255218472.982162,11516661052.996948,12555594818.61319,15598027495.833527
JBHT,6561491486.3517,7226241538.364151,6357379942.780777,8504763155.662643,10171562946.700958,8299063574.1861725,10520762747.589386,12426081327.99939,18718756353.94153,16112696070.1044,18624242672.519928,16063211181.700867
JBL,1669308937.4991608,2124238354.8050861,2299466194.152254,2375545574.3674717,2664753304.996231,2547254608.906374,4291847996.2549286,4458670481.146957,7419242215.566536,7230375237.730438,13551765024.993584,15347538193.395508
JCI,17910286388.258743,19459404443.80002,14436204320.526552,20515236264.87316,19465941402.02382,15602026758.218422,21984200815.00374,25875495382.43946,45908055147.821846,37052987561.99243,34226296322.51896,47847433572.52979
JKHY,3702614444.055359,3944577162.2320404,5028044418.134247,5793901180.603882,7725982744.152466,8450823111.146118,9840192145.370667,11057741693.825134,11534904413.994995,12254242723.010986,11560654310.383423,12560836123.936401
JNJ,159092700836.99283,186675133624.8637,188807273029.62897,217749897307.3512,270935814589.93106,257032866473.9077,298723605081.04553,331056543134.4261,368923055153.2698,390965811330.0029,357427288271.01575,340229812182.37756
JPM,115173334521.59357,126555683665.73306,137151648095.55078,184518839644.08234,233893697558.25507,218401131532.9407,321611077405.65753,303810574116.7988,388105187650.90784,339043924084.8201,442881827114.5905,639026026080.2922
K,13545261568.55793,14948807332.144592,17013120352.475166,17821570240.506466,16943797685.495682,14687048233.229027,18517057230.076653,17261214006.642105,18545215001.0889,21206981106.558517,18418680893.172203,27582686200.259583
KDP,8078899179.215729,12213523348.690868,16272452649.48666,16203898732.81598,17785050490.30304,29517994182.257652,34071471497.51544,38510315252.05135,45247554384.31502,44692992054.867744,42799638886.16562,42349609262.52603
KEY,9460447610.088116,9983706043.83683,9673010013.901937,13749107620.003664,15500242309.034374,11685780173.543056,16677990700.705751,14259467723.146038,20807586934.149887,16294846180.902885,14416759607.736176,18070668535.28647
KIM,7704692377.178516,10205677755.086285,11169359347.008286,11019749381.018013,8411747973.383587,7296271597.701389,10925850653.60437,8309979897.898254,14083575590.928917,12562911423.578117,13323159550.318817,15323640182.770485
KKR,15327153136.66357,15947333734.007511,11492734339.185104,11898070556.299667,16868687491.665401,16146455388.68208,24472886459.287357,34537462459.80644,64157948524.25362,40432777292.22954,72974181258.66615,131095133607.84576
KLAC,5361658866.320847,7477290331.866829,7629083407.405266,8921934913.618881,12205641677.679382,10681215085.272308,21788370624.652863,32234169759.60324,54168600482.64441,48102523225.63037,75063703296.71667,82091268687.2655
KMB,22489770634.230507,26741901607.962326,30420437966.374863,28082346617.230263,30620451329.581024,29989912227.668793,37359824102.001884,37715580927.205826,41360471147.94846,40707188178.57527,37825791080.46288,42284047372.87796
KMI,43714380927.43397,53850978552.84224,20049583255.326202,28616405280.08319,25593341600.612297,22730752461.94498,32829403539.2965,22730058667.076958,28129982939.90776,34103577970.53711,35506486357.79354,58385282338.73251
KO,122794864503.42957,129261398004.1263,135905193351.5489,135419854435.50061,154896086534.37024,165387969512.27673,199456933418.8927,204381768826.13748,227625067461.46564,251775113157.787,240610086419.0483,261970266121.86853
KR,10439608007.113583,17204700668.963516,22660053744.59796,18944400345.886658,15351267488.94249,15669868422.372192,16907813276.572227,18919018797.624687,27510165405.011475,27629925461.67308,29007862554.34984,39715956177.03978
L,9402944865.974133,8238307396.340748,7577713228.681812,9298991502.619179,9987007417.022377,9132975782.65078,10585014191.173557,9136394040.86959,11775890103.679794,11942079259.258926,14304967596.573128,17465180430.298706
LDOS,3438480060.2617188,3327544687.1960907,4493184757.134064,5703318372.302414,7365439510.132614,6134217478.189758,11582820960.921997,12620004489.280365,10828408919.917084,12998938532.832733,13584371086.985138,18274274417.32245
LEN,7609164638.826065,8654809932.505646,9477828153.64502,8349356156.830978,12547247499.638176,7790689122.146912,11137380196.827965,15366651706.828308,23663458292.131577,18778245156.3649,31344880299.29367,29049364209.85031
LH,6233014656.066895,7360647434.997559,8434388130.187988,8757738102.722168,10881340963.745117,8619938483.428955,11540321078.49121,13885632359.313965,21434558020.01953,16202980575.561523,18442928810.11963,18852351286.315918
LHX,10248617095.782188,10805050508.788284,13402637891.063232,16177281285.062645,22778098142.45089,22009105324.717506,32839217136.043076,31934481423.557602,36718922546.329926,36541622500.51094,37882214522.60989,38594157592.02425
LII,2592271456.76268,2935437350.345749,3903102502.055847,4840940857.873657,6652901516.052307,7074018936.743469,7977898730.71698,9078203443.3396,10867107985.885254,8156362334.829285,15460240287.247437,21221933721.548462
LIN,48881838652.05299,49681564220.47539,40255791516.61194,47303499113.10234,63927272187.73224,65852545889.57901,91562624584.01291,115258074008.1929,153743547958.96942,146988506389.9176,187640893843.7497,193610552620.80872
LKQ,7560009651.957962,6461625251.3256,6808603584.341492,7042986519.2178955,9345456126.457626,5452856878.77198,8203412485.002365,8097709726.161713,13854347549.85205,12574055667.126686,11497672250.866241,9092890059.547943
LLY,36247426587.45238,50657080397.76112,63520199264.219246,56933871277.20223,67087641657.480705,94227792154.84653,109436098204.45383,143404904765.37793,238164250876.2174,319748155004.9292,514503641087.18365,685838823267.8903
LMT,24941341165.29483,33361837968.92273,38761327018.798706,45882395050.749756,60457377297.41138,50575092639.25952,77150594232.97546,72140932225.71997,74414566691.80676,104534356859.91809,100030354965.58911,110054996440.43909
LNT,4502565356.284132,6006358462.161467,5848676953.502272,7336513048.419611,8513852264.2161255,8715610933.979713,11628909283.087154,11260950788.79087,13835373725.27489,12806314688.168976,12314819531.193832,14720942236.491417
LOW,22398633522.906075,31627585993.434677,35471976279.167465,33740732320.795956,44972999770.37006,45520222514.931564,60193380868.0957,82104137970.8448,134111816560.38277,105297323361.30295,120075174278.67256,135693637855.39055
LRCX,5822854657.588005,8547725339.736938,8676187472.510338,11728350937.490463,20666167206.09665,15623462663.39302,34267479497.203827,56260474048.576355,86451349356.30798,51245649314.53705,96664182643.05115,90047735670.24231
LULU,6698020741.949158,6330384398.663132,5953670401.050842,7374290406.786026,8917456148.847473,13798853521.275421,26287150349.173737,39490296439.94916,44417082084.00842,36352904665.20337,58015096615.355896,43391329653.15253
LUV,8577760270.186615,19411982039.638367,19885266214.071045,23225140618.16803,30749711127.388763,22074181354.14383,25986101749.13681,22524516061.697083,20702648378.02002,16271196677.38823,14347272617.83165,17089368943.76007
LVS,37755071298.42503,28686926635.167496,22815259963.189648,29343783819.78469,39954757485.76131,31317159016.62398,43699792601.4827,38477209259.508484,24300037822.648117,31033547444.144608,32010651845.212994,33997098672.835808
LYB,14301406483.59526,14553554875.857193,16340432124.71846,16815030951.706512,22485598524.85437,17607491363.55414,21024533176.106506,21580394661.695984,22673697458.444366,22451405416.099365,27098844156.574036,22388087754.785156
LYV,4588454773.868479,6062983580.899277,5705381127.925362,6176766058.780798,9885147573.925362,11436305414.75,16595995166.548553,17062736249.071022,27793125340.347107,16194272389.727531,21734785164.87681,30071097486.5
MA,69216201717.31412,71794813620.8133,81710441693.2655,87354290346.65662,129009676387.33246,161665783654.0901,257304072388.41815,309244286287.192,312833335772.5974,304516494542.64166,375785244707.2798,466628764058.03046
MAA,4621680103.056351,5934703174.628891,7504083737.783005,8374663024.309891,8900294587.591751,8805854377.837189,12549762642.28395,12469260012.03093,23176916451.993073,16282072782.507935,14480147327.55127,17368169585.303284
MAR,11745810397.715492,18798381873.37803,16351614690.272675,20500126411.75583,34078769823.879547,27587644304.569664,39033364705.94475,34140722989.44275,42763895248.686295,38769832400.42709,59340101424.61502,74130406258.77945
MAS,3473481159.2303486,3900929164.355072,5058702077.210825,5723745366.670578,8044562337.1212845,5414278146.622416,9002396602.157429,10423135303.07079,13509241200.092285,9174005521.002556,13445434440.671455,14795974138.701508
MCD,50920807282.920074,50869163704.60625,66348186668.13698,70465839734.88579,102210862075.80414,108117757307.15332,123223381714.55154,137143686841.80374,175253322453.82843,176143841389.71863,202674611845.63446,202951493145.04242
MCHP,9367259949.80391,9742592012.959541,10359982383.775684,14676211428.679348,20468287873.52601,17048700542.639683,25236467809.934517,33749014670.776306,43025966495.59343,35291740675.881134,46196803431.93889,30046311450.52205
MCK,18262488580.511475,23606442917.088318,22540629988.905334,16161028200.418854,18092057500.416565,12953082255.220032,16414444944.560242,20856252471.3974,30080394450.524902,45668436802.412415,56690261873.34747,70110909952.47498
MCO,12356215765.38086,15281675238.03711,16213522332.763672,15473756854.248047,24530683264.160156,23524139880.371094,40287457116.69922,49659415942.38281,67325469409.17969,48474118676.75781,68601648974.609375,83810112866.21094
MDLZ,35435618031.74438,37064935345.21982,46471078943.32501,46733749079.61879,45996625687.378296,44033380170.63277,61833361283.046646,67140737324.599,77799204593.88936,80071473800.39227,89017881900.31396,75400667854.89749
MDT,55382082727.746155,70970140625.74554,77090861692.91716,72899671781.6369,84487632644.50659,96826265194.96655,123296885270.67833,130322924495.54703,117569549556.21518,91056009910.92146,99776921997.4327,100052885239.97275
MET,21327847154.70227,21962483803.986877,20140320769.180527,23334203715.894196,25299545437.75122,21311001864.028015,27456489145.29886,26518564373.1839,36443733228.90033,43452434834.658325,41065259587.20154,52430185533.76611
META,118292409898.35352,168877839450.08514,226541342662.16083,249030967130.05545,381955705003.0202,283750265989.7356,444272961059.2862,591267227167.5563,728044827818.444,260481402072.92517,766162542499.3579,1272204365927.2112
MGM,6075916392.694244,5523089476.756363,5869251803.274841,7447644401.671219,8749164731.456451,6460003761.711426,9023770856.315765,8612810590.639267,12270842892.753296,9170670599.329834,12220267822.667542,9476998563.337708
